user_id,book_id,rating,predict
15838,775,4,3.870312569860209
15838,870,5,5.2705119191349
15838,958,5,5.344414785726335
15838,1229,3,3.9142243904914586
15838,1313,4,5.1914922332947375
15838,1378,3,3.9407827995867133
15838,1720,4,4.397162868434011
15838,1738,5,3.5500856112663426
15838,1855,5,3.5299890254100017
15838,1884,5,3.7327807691642314
15838,1984,4,3.8676058394208237
15838,2029,5,3.5158464238813414
15838,2064,5,5.060191216044621
15838,2068,4,3.7563928137495486
15838,2117,4,3.9538897889983193
15838,2127,5,3.7388501146266844
15838,2174,5,3.8248459508519956
15838,2253,4,4.378696182014432
15838,2324,5,4.41813595157153
15838,2343,5,4.296000354804979
15838,2346,4,4.796123934933752
15838,2565,3,4.710700888251181
15838,2824,2,2.8227457286124285
15838,2945,5,2.3175259668284784
15838,2985,4,3.7433886630682016
15838,3033,5,4.762162597344604
15838,3208,3,3.419606154212271
15838,3232,3,3.816596545684842
15838,3323,4,4.873456885028538
15838,3348,5,5.0378351129430206
15838,3376,4,4.786290752015236
15838,3439,5,4.014207922736181
15838,3443,3,3.571738917117604
15838,3519,4,4.749193241507372
15838,3570,4,4.079263889784776
15838,3572,4,4.220126258372902
15838,3585,4,4.2294448932249304
15838,3643,5,4.154773525283077
15838,3686,3,3.9303904319557335
15838,4208,5,4.564064805996245
15838,4296,4,3.644158486745167
15838,4541,5,3.8070935863678983
15838,4567,5,4.609454332365661
15838,4719,4,4.642893050916521
