user_id,book_id,rating,predict
2041,382,5,2.6248537710099047
2041,564,3,2.7150629260269055
2041,667,2,3.061822825887557
2041,927,2,3.226624313797823
2041,1001,3,1.9753989918152413
2041,1087,3,2.5900902087058992
2041,1090,1,3.1940679215247845
2041,1236,2,2.640920018415351
2041,1392,1,2.3453966039574734
2041,1481,2,1.5138149933391336
2041,1494,2,2.7883097781372506
2041,1645,1,2.4666351238279476
2041,1791,2,1.8157070568728353
2041,1839,3,2.455862862190058
2041,1843,2,2.3099701077250208
2041,3598,1,2.4681325943941967
2041,5237,2,2.462416086349445
2041,7384,1,2.6481425946937525
2041,8898,4,3.2442928342666546
2041,9170,4,2.4749439072087425
2041,9188,2,2.4660920121694816
2041,9193,2,2.7152606631551954
2041,9300,2,2.44115420098211
2041,9759,2,2.828176170462708
