user_id,book_id,rating,predict
30628,1240,5,5.018594210536234
30628,1461,5,4.992087368852177
30628,1732,5,5.036389447778567
30628,1771,5,4.981565893040564
30628,1857,5,5.388823081912727
30628,4519,5,5.004421111534501
30628,5396,5,5.123766827579066
30628,6842,5,4.573143275150015
30628,7459,5,4.579129348791602
30628,7961,5,4.632891012309061
30628,8096,5,4.9085459820386
30628,8207,5,4.363432882298804
30628,8482,5,5.178741955053683
30628,8570,5,4.284880095694769
30628,8760,5,4.5231709214389255
30628,8863,5,4.967912214645168
30628,9363,5,4.481843617554395
