user_id,book_id,rating,predict
324,1432,4,7.3333325821283895
324,1711,4,7.4999985480680404
324,1725,4,7.680846830116172
324,2028,4,6.263157781041814
324,2052,4,7.827585125916233
324,2181,4,8.066665042745985
324,2412,4,8.023254941342884
324,2732,4,7.553570768026518
324,2740,4,7.437499923816155
324,2938,4,7.639533667749986
324,3011,3,7.499999184486008
324,3047,4,7.8888882009026045
324,3998,4,7.4999987257677585
324,4106,4,7.249999139863018
324,6880,3,7.714284724249537
324,7251,4,3.576923076923077
324,7454,4,7.2999994423407415
324,9045,4,7.999998819052037
324,9070,5,7.404254658993854
324,9432,5,4.2153846153846155
324,9554,4,7.88235206418065
324,9803,4,7.945452819177266
