user_id,book_id,rating,predict
14357,1128,3,4.0
14357,1258,5,6.285712421881519
14357,1314,3,7.262916177089457
14357,1629,3,6.999988275701594
14357,1896,3,6.792202670732071
14357,2228,4,6.912280226899678
14357,2302,1,6.482593401235614
14357,2426,2,7.329912110106355
14357,2722,3,7.924180026701014
14357,2741,4,7.830520170311429
14357,2958,3,7.737984028106098
14357,3022,3,7.1002105294274145
14357,3321,4,7.5525148807151865
14357,3370,5,4.25
14357,3444,3,7.660087146230229
14357,3472,3,8.386666832396882
14357,3739,4,7.555206141715541
14357,3834,2,7.626271411217916
14357,3974,5,7.540015114037526
14357,4014,4,7.8648089578308005
14357,6445,3,6.656701517672682
14357,9868,2,7.514523689208149
