user_id,book_id,rating,predict
22202,784,5,9.749997855257396
22202,878,4,8.93749935619531
22202,958,5,5.0
22202,1330,5,8.56074286231513
22202,1405,4,8.941176446693342
22202,1515,4,4.15
22202,1717,4,9.466666390556494
22202,1762,5,8.57108198447073
22202,1907,5,9.289473668492661
22202,1996,5,8.548387354604628
22202,2103,4,8.584129580725692
22202,2168,5,8.594292553465134
22202,2523,5,9.212765513927291
22202,2541,5,9.10553537931645
22202,2877,5,9.452830062127376
22202,2990,5,8.763884339903566
22202,3284,5,7.983948938517846
22202,3398,5,9.142856924783151
22202,3402,5,9.024691392892082
22202,3459,4,8.503607864470304
22202,3468,5,8.231186175676884
22202,3539,5,9.22368458025824
22202,4968,3,4.357142857142857
22202,6057,5,8.783151387224509
22202,7430,5,8.89473623695497
22202,8504,5,8.76912215555515
22202,9124,5,9.27272676466011
