user_id,book_id,rating,predict
26083,630,4,6.741913298459277
26083,657,4,5.961711551737537
26083,1113,4,7.773739644022978
26083,1417,1,6.429102846791587
26083,1586,3,7.02839491731541
26083,1607,4,4.0
26083,1624,3,7.86477628550945
26083,1796,3,7.782372898377897
26083,1843,3,5.83506416107509
26083,1943,1,6.772563849594572
26083,2013,4,7.225829907936876
26083,2066,4,8.660791889869575
26083,7143,3,3.7058823529411766
26083,8973,4,7.878769300866882
26083,9025,3,5.465515784991037
26083,9036,4,6.925296896515119
26083,9097,3,5.980549615802834
