user_id,book_id,rating,predict
5954,870,4,8.51351165291965
5954,1433,3,6.513512843695334
5954,1500,3,8.513506088080721
5954,1522,3,7.513513041343798
5954,1660,3,8.51351250866346
5954,1744,4,6.513513302150601
5954,1792,4,6.513513327053641
5954,1882,3,7.513512944409479
5954,2207,4,8.513513176391927
5954,3123,3,3.5135135135135136
5954,5851,2,7.513507863440086
5954,6033,3,6.513507454659223
5954,7664,3,6.513511688876383
5954,8352,3,8.51351214514814
5954,8654,3,6.513513180516959
5954,9025,4,6.513513262552621
