user_id,book_id,rating,predict
7509,1025,4,7.46938748667753
7509,1191,4,7.46937924675533
7509,1218,3,4.469387607038747
7509,1357,4,7.46938748667753
7509,1607,3,-1.530610817382215
7509,1625,3,2.4693877551020407
7509,1697,3,4.469387647732236
7509,3123,3,2.4693877551020407
7509,3469,3,6.469381113355432
7509,3582,4,7.469386252933554
7509,4342,3,5.469386684214586
7509,4663,5,2.4693877551020407
7509,4861,4,6.469386377471469
7509,5189,4,2.4693877551020407
7509,7534,3,5.469387157773415
7509,7629,4,7.469374145410835
7509,7864,3,6.469384371985139
7509,7977,5,6.469386553367252
7509,8217,3,7.469387100013375
7509,8465,1,7.469387285796432
7509,9176,3,7.46938748667753
7509,9429,3,5.469387324976357
