user_id,book_id,rating,predict
21581,958,5,3.9596553970782904
21581,1331,5,3.649871757991306
21581,1496,5,4.594841171860306
21581,1591,4,4.197442179211246
21581,1995,5,4.578047874101236
21581,2309,4,4.067787810139925
21581,2385,3,3.7404431964816975
21581,3088,3,3.78210955569684
21581,3247,5,4.432271464633248
21581,3291,3,4.147875409956974
21581,3302,3,3.7662912694981405
21581,3393,4,4.198708077776255
21581,3398,5,3.830010664298
21581,3662,4,4.62081295740894
21581,3758,5,3.889017764523839
21581,3871,3,3.9356456484791975
21581,3899,3,3.782331398243869
21581,3936,4,4.069427061277326
21581,4182,4,4.497656843691388
21581,4245,4,4.331647174338196
21581,6218,4,4.379066609584593
21581,8619,5,4.353743331798887
21581,9195,5,4.183647401815097
21581,9922,5,4.171191848590557
