user_id,book_id,rating,predict
8362,1156,5,3.971800346143535
8362,1294,5,4.446637391875923
8362,1304,4,4.032173541143882
8362,1363,5,4.219919492268439
8362,1412,3,4.279889485369603
8362,1429,3,4.0533536514704345
8362,1450,5,4.5132156823280845
8362,1479,4,4.12311760332887
8362,1496,5,4.354541513506854
8362,1602,5,4.5249929144074486
8362,1665,2,4.056932366203221
8362,1690,3,4.0138569354590965
8362,1727,4,3.805954223907556
8362,1880,4,4.010932034911496
8362,4995,3,4.12952845409021
8362,6598,3,3.5737521251101967
8362,6614,5,3.752041347972507
8362,6653,5,3.9587121984011056
8362,6681,3,3.9402183920665736
8362,6776,5,3.9881961944302833
8362,7551,5,3.6245062285436354
8362,9211,4,3.764108885593626
8362,9254,3,4.023539527025889
8362,9525,4,4.21038081010339
8362,9609,5,4.257805244785266
8362,9727,3,3.5746795093064763
