user_id,book_id,rating,predict
31760,6,4,8.27272699083921
31760,12,3,7.465234207297177
31760,30,4,7.658436530170066
31760,70,4,8.192307592974423
31760,85,5,8.259740225083156
31760,87,5,9.353658431057388
31760,94,5,7.986841865617
31760,109,4,7.536373586656877
31760,111,5,7.517241432340958
31760,124,3,8.337543400031752
31760,137,4,7.346240724631153
31760,139,3,7.072462008845735
31760,144,5,9.446808570605654
31760,146,5,7.40768980802857
31760,150,5,8.456640654124108
31760,156,3,6.19999980203856
31760,167,4,8.843749878642342
31760,764,3,4.5
31760,1271,4,6.538460910503293
31760,1306,3,6.318181473460324
31760,1491,3,7.989842555305426
31760,1757,4,7.149999595841617
31760,1961,4,8.10803183223737
31760,2005,4,6.875813493643502
31760,2598,4,7.01538409644864
31760,2644,5,7.751473055406846
31760,2777,4,6.876837766340925
31760,2804,4,7.123594724994282
31760,2831,4,9.197673935582493
31760,2994,3,6.588234905856314
31760,3194,3,6.361701788451278
31760,3313,4,7.642386342951616
31760,3440,3,8.16072395728893
31760,3737,4,8.236357184190965
31760,3946,4,7.999997167217506
31760,4067,5,7.709828266643351
31760,4544,4,8.337119693154342
31760,4724,4,7.382821464973354
31760,5187,4,8.607037426919984
31760,7498,4,8.475769897259058
31760,8475,3,7.119530515152636
31760,9065,3,7.426990480988238
31760,9621,3,7.601159531403951
