user_id,book_id,rating,predict
25231,1363,5,4.878909154441232
25231,1394,5,4.641615749889973
25231,1412,4,4.1847085033289675
25231,1429,4,4.221804417647419
25231,1479,5,4.345048653639877
25231,1484,5,4.126373626916675
25231,1665,5,4.502184748578176
25231,1674,4,4.242467511830974
25231,1690,4,4.121829186128627
25231,1731,4,4.432726093201976
25231,1905,5,4.781711557340502
25231,2006,5,4.447283337134906
25231,2119,3,3.651004089144249
25231,2154,4,4.7273925357080016
25231,2160,5,4.815747497901579
25231,2382,4,4.467188389859678
25231,2407,5,4.497871598709249
25231,2413,5,4.493528101209761
25231,2448,5,4.5353155626477
25231,2471,5,4.3725715097476625
25231,2493,5,4.652611595148519
25231,2518,5,4.5468688298108315
25231,2606,4,4.505297670400221
25231,2631,5,4.651278649282144
25231,2682,5,4.435469554027882
25231,2721,4,4.499172255324343
25231,2808,3,4.098122096843881
25231,2825,5,4.542245041509021
25231,2828,4,4.449198830938779
25231,2889,5,4.372948358538615
25231,2898,5,4.392424751535835
25231,2904,5,4.6505615626835635
25231,2978,5,4.77301314378588
