user_id,book_id,rating,predict
33041,732,4,2.5641964049683548
33041,756,3,3.968811426649255
33041,817,5,4.526487161609082
33041,1304,5,5.317563802513627
33041,1327,5,4.575401129549088
33041,1363,5,5.308666548575185
33041,1391,5,4.570584229862756
33041,1394,5,5.1882230792777175
33041,1397,5,5.15966982176221
33041,1399,5,4.79167113131207
33041,1422,5,4.8878099192325175
33041,1450,5,5.131707372188811
33041,1504,5,4.847384270376648
33041,5632,5,4.964889569700684
33041,6959,3,5.061593845407485
33041,7016,5,4.738904308521054
33041,7171,5,4.75516259732585
33041,7423,5,4.648298117983028
33041,8700,5,4.432010756269925
33041,9120,5,4.6014397191868195
33041,9327,5,4.471309738665449
33041,9372,4,4.876293240945736
33041,9773,5,4.9888288145937265
33041,9803,3,4.957620172468747
