user_id,book_id,rating,predict
557,1504,4,5.008128864759521
557,1527,4,4.498282026238563
557,2164,4,4.698034317731383
557,2608,5,4.741707652804774
557,2623,5,4.978509574874265
557,2711,4,3.7281590419278694
557,2719,4,4.827086323748897
557,2783,5,5.019488317455062
557,2802,5,4.72180779810505
557,2959,5,4.870324247105818
557,3177,5,5.070639831186372
557,3244,5,4.856068664034702
557,3314,2,4.5963574704916415
557,3497,5,4.773195342812446
557,9450,5,4.36948387751661
557,9777,3,4.218896668061508
557,9837,4,4.240429319631154
