user_id,book_id,rating,predict
11362,537,5,0.9534308808925087
11362,811,4,-0.22058718212021988
11362,973,3,6.517901650071916
11362,1076,4,3.5298156016365025
11362,1103,4,1.7794125912479979
11362,1306,4,6.206289202145665
11362,1358,5,0.7506554229088334
11362,1424,4,4.084373240045905
11362,1508,4,7.006317381920491
11362,1534,3,1.6480854103451716
11362,1617,4,6.798521916249823
11362,1712,4,7.422938511741872
11362,1794,5,7.10723234759275
11362,1819,4,7.058820389473901
11362,1838,5,7.634430526501993
11362,1870,4,6.560772674880625
11362,1871,2,4.120856584449197
11362,1876,5,7.433276545816063
11362,2003,4,7.278178395673754
11362,2016,4,8.122977249647617
11362,2057,3,7.330378275606756
11362,4734,5,-0.2205867876293386
11362,5552,4,-1.2205875601388385
11362,7313,4,6.800980335561144
11362,7703,4,7.271361995213123
11362,7896,4,0.7794128833655738
11362,8412,4,4.769631821752582
11362,8679,4,6.911718908008412
11362,9613,3,5.4798948843954065
11362,9960,4,7.609349368967068
