user_id,book_id,rating,predict
10239,1745,4,7.96943253604831
10239,1837,4,7.221879337099221
10239,1898,4,7.343051136484212
10239,2102,4,7.875703051572721
10239,2173,4,1.7774933550260141
10239,2344,4,7.55994951853185
10239,2487,2,7.767002324619071
10239,2555,4,8.284478031153094
10239,2664,4,6.7350327639917165
10239,2755,4,8.114387851976112
10239,2817,3,7.025599170456745
10239,4972,4,4.2205854057094365
10239,5332,3,3.6644719771769383
10239,5714,4,6.4278566238473385
10239,5865,4,3.488645407006408
10239,6798,4,-0.07017516154472814
10239,7145,4,7.885158535100702
10239,7563,4,2.1763971305789944
10239,8662,4,8.100754164036207
10239,8914,4,5.762540821974462
10239,8944,4,6.997941876428532
10239,9398,4,4.319169522907797
10239,9648,3,5.331480985245807
10239,9675,3,7.53301936685005
10239,9743,4,2.730940774211448
