user_id,book_id,rating,predict
41319,677,5,4.5
41319,989,5,4.5
41319,1115,5,8.538460557029712
41319,1300,5,4.0
41319,1309,5,8.809522909265732
41319,1313,5,9.49999936644884
41319,1378,5,9.199999513660671
41319,1514,5,8.931034070865907
41319,1734,5,9.315789065032519
41319,1832,5,8.837838005048859
41319,1887,5,8.63636300453402
41319,1927,5,8.967741804479427
41319,1976,5,8.866666425101304
41319,2066,5,8.93749957157986
41319,2103,5,9.162790556648691
41319,2203,5,8.81818154509549
41319,2229,5,8.203703617320459
41319,2651,5,9.164178753292452
41319,3682,5,9.142856921459071
41319,4004,5,4.0
41319,4367,5,8.66665472150207
41319,4566,5,9.666666597525632
41319,4598,5,8.699999781088216
41319,5514,5,8.714285260992428
41319,5999,5,9.124999855124498
41319,7360,5,9.222222034825784
41319,7738,5,8.999999526852374
41319,8923,5,8.86274458886798
41319,9084,5,8.58425181651031
41319,9568,5,8.984374770038531
41319,9819,5,8.940298220077185
