user_id,book_id,rating,predict
8639,532,4,8.249995108156213
8639,568,4,4.8
8639,735,4,8.37499926270345
8639,974,5,7.249998718793295
8639,1055,5,4.666666666666667
8639,1250,4,4.0
8639,1380,4,8.481817699380114
8639,1620,5,7.938251757466254
8639,1623,4,8.445359679221632
8639,1657,5,7.888831517699918
8639,1662,5,8.614058336407776
8639,1676,3,7.413395464366763
8639,1938,3,7.460788173255281
8639,1986,3,8.035298346560278
8639,1999,4,7.783980805814568
8639,2076,3,7.2222192048727925
8639,2097,3,8.601705130655363
8639,2098,4,8.210976817801845
8639,5754,5,8.615321398017294
8639,5865,4,9.045400780181241
8639,7579,4,7.1132279163751715
