user_id,book_id,rating,predict
39681,506,5,8.676470535930235
39681,536,5,9.291586612391109
39681,655,4,5.275203913779197
39681,752,5,6.9089748996677525
39681,781,4,7.058296442297006
39681,817,5,4.676470588235294
39681,830,5,8.118887927487748
39681,858,5,9.676470588235293
39681,1054,4,8.674264837706254
39681,1062,5,7.676470588235294
39681,1095,4,7.676470588235294
39681,1118,5,8.676470588235293
39681,1175,5,8.428309864857807
39681,1215,5,8.679589455330795
39681,4910,5,3.1919464562665425
39681,5375,5,8.676470588235293
39681,5660,4,7.863465483722566
39681,6029,5,9.20509134266172
39681,6162,5,4.283142651982117
39681,6296,5,2.5984056044660635
39681,6861,4,7.676470410220501
39681,7020,5,7.676470679717072
39681,7301,5,7.377448680642771
39681,7442,5,8.377448626039783
39681,7957,4,8.862944154144195
39681,8378,5,8.636272393259265
39681,8587,5,9.35259677074195
39681,9331,5,8.099882385220962
39681,9584,5,8.377448626039783
39681,9876,5,9.676470819219945
