user_id,book_id,rating,predict
10455,2009,5,8.980192338299613
10455,3065,4,8.209131371022034
10455,3175,5,8.46736736419034
10455,3374,4,7.353360684423491
10455,3611,4,7.809012339506105
10455,3735,4,8.325216112162583
10455,3803,4,7.924814873755703
10455,3804,4,8.333328017862122
10455,3921,5,7.818641346037737
10455,3924,4,7.393701338344481
10455,4085,4,8.264279796583661
10455,4124,4,8.235908282130135
10455,4387,4,9.089696149511266
10455,4524,5,8.459882173293401
10455,4528,4,7.755577459765686
10455,4713,5,8.36360819113312
10455,8068,4,7.992028483721924
10455,9503,4,6.415553988238627
10455,9890,4,7.193375822168625
